Gene	GO
Zm00001d035430	GO:0006508
Zm00001d035507	GO:0006508
Zm00001d017189	GO:0006508
Zm00001d019804	GO:0006508
Zm00001d005436	GO:0006508
Zm00001d050110	GO:0006508
Zm00001d022051	GO:0006508
Zm00001d046818	GO:0006508
Zm00001d007073	GO:0006508
Zm00001d046794	GO:0006508
Zm00001d045758	GO:0006508
Zm00001d006364	GO:0006508
Zm00001d053790	GO:0006508
Zm00001d049699	GO:0006508
Zm00001d006087	GO:0006508
Zm00001d022528	GO:0006508
Zm00001d050255	GO:0006508
Zm00001d017834	GO:0006508
Zm00001d017333	GO:0006508
Zm00001d002263	GO:0006508
Zm00001d026422	GO:0006508
Zm00001d005524	GO:0006508
Zm00001d007964	GO:0006508
Zm00001d003740	GO:0006508
Zm00001d043581	GO:0006508
Zm00001d002635	GO:0006508
Zm00001d031018	GO:0006508
Zm00001d036312	GO:0006508
Zm00001d020887	GO:0006508
Zm00001d048690	GO:0006508
Zm00001d039655	GO:0006508
Zm00001d031687	GO:0006508
Zm00001d012618	GO:0006508
Zm00001d043753	GO:0006508
Zm00001d041147	GO:0006508
Zm00001d054011	GO:0006508
Zm00001d002966	GO:0006508
Zm00001d049395	GO:0006508
Zm00001d029373	GO:0006508
Zm00001d034272	GO:0006508
Zm00001d039504	GO:0006508
Zm00001d047201	GO:0006508
Zm00001d018576	GO:0006508
Zm00001d037797	GO:0006508
Zm00001d028884	GO:0006508
Zm00001d043978	GO:0006508
Zm00001d053277	GO:0006508
Zm00001d047861	GO:0006508
Zm00001d000326	GO:0006508
Zm00001d042975	GO:0006508
Zm00001d050287	GO:0006508
Zm00001d014590	GO:0006508
Zm00001d012655	GO:0006508
Zm00001d007372	GO:0006508
Zm00001d045292	GO:0006508
Zm00001d009240	GO:0006508
Zm00001d003426	GO:0006508
Zm00001d043949	GO:0006508
Zm00001d014447	GO:0006508
Zm00001d032377	GO:0006508
Zm00001d037567	GO:0006508
Zm00001d007701	GO:0006508
Zm00001d020891	GO:0006508
Zm00001d041694	GO:0006508
Zm00001d050160	GO:0006508
Zm00001d032812	GO:0006508
Zm00001d006751	GO:0006508
Zm00001d018370	GO:0006508
Zm00001d030376	GO:0006508
Zm00001d017992	GO:0006508
Zm00001d020897	GO:0006508
Zm00001d005518	GO:0006508
Zm00001d007224	GO:0006508
Zm00001d003895	GO:0006508
Zm00001d052649	GO:0006508
Zm00001d050521	GO:0006508
Zm00001d031180	GO:0006508
Zm00001d017522	GO:0006508
Zm00001d045228	GO:0006508
Zm00001d020494	GO:0006508
Zm00001d046230	GO:0006508
Zm00001d010350	GO:0006508
Zm00001d044495	GO:0006508
Zm00001d007517	GO:0006508
Zm00001d052688	GO:0006508
Zm00001d022600	GO:0006508
Zm00001d048825	GO:0006508
Zm00001d039228	GO:0006508
Zm00001d022010	GO:0006508
Zm00001d045430	GO:0006508
Zm00001d039130	GO:0006508
Zm00001d032956	GO:0006508
Zm00001d021258	GO:0006508
Zm00001d041561	GO:0006508
Zm00001d033032	GO:0006508
Zm00001d053720	GO:0006508
Zm00001d019636	GO:0006508
Zm00001d025560	GO:0006508
Zm00001d028276	GO:0006508
Zm00001d004359	GO:0006508
Zm00001d015672	GO:0006508
Zm00001d012950	GO:0006508
Zm00001d010179	GO:0006508
Zm00001d016611	GO:0006508
Zm00001d030419	GO:0006508
Zm00001d024096	GO:0006508
Zm00001d016460	GO:0006508
Zm00001d037247	GO:0006508
Zm00001d012587	GO:0006508
Zm00001d050254	GO:0006508
Zm00001d005852	GO:0006508
Zm00001d032499	GO:0006508
Zm00001d019655	GO:0006508
Zm00001d016476	GO:0006508
Zm00001d023233	GO:0006508
Zm00001d016805	GO:0006508
Zm00001d005992	GO:0006508
Zm00001d023475	GO:0006508
Zm00001d009753	GO:0006508
Zm00001d028875	GO:0006508
Zm00001d051296	GO:0006508
Zm00001d032860	GO:0006508
Zm00001d045085	GO:0006508
Zm00001d049811	GO:0006508
Zm00001d024728	GO:0006508
Zm00001d019383	GO:0006508
Zm00001d047235	GO:0006508
Zm00001d030046	GO:0006508
Zm00001d013865	GO:0006508
Zm00001d051740	GO:0006508
Zm00001d037320	GO:0006508
Zm00001d034167	GO:0006508
Zm00001d015258	GO:0006508
Zm00001d009178	GO:0006508
Zm00001d025493	GO:0006508
Zm00001d005192	GO:0006508
Zm00001d048001	GO:0006508
Zm00001d012327	GO:0006508
Zm00001d052821	GO:0006508
Zm00001d052143	GO:0006508
Zm00001d044358	GO:0004003
Zm00001d024819	GO:0004003
Zm00001d006443	GO:0004003
Zm00001d007807	GO:0004003
Zm00001d017808	GO:0004003
Zm00001d037815	GO:0004003
Zm00001d021430	GO:0004003
Zm00001d040333	GO:0005615
Zm00001d013737	GO:0005615
Zm00001d023975	GO:0007017
Zm00001d009780	GO:0007017
Zm00001d049863	GO:0007017
Zm00001d012786	GO:0007017
Zm00001d013139	GO:0007017
Zm00001d028872	GO:0007017
Zm00001d009593	GO:0007017
Zm00001d034022	GO:0007017
Zm00001d008216	GO:0007017
Zm00001d013636	GO:0007017
Zm00001d040508	GO:0007017
Zm00001d011129	GO:0007017
Zm00001d053679	GO:0007017
Zm00001d010275	GO:0007017
Zm00001d036492	GO:0007017
Zm00001d006807	GO:0007017
Zm00001d052872	GO:0007017
Zm00001d009738	GO:0007017
Zm00001d016016	GO:0007017
Zm00001d016977	GO:0007017
Zm00001d026623	GO:0007017
Zm00001d044714	GO:0007017
Zm00001d046996	GO:0007017
Zm00001d036626	GO:0007017
Zm00001d035567	GO:0007017
Zm00001d009737	GO:0007017
Zm00001d040509	GO:0007017
Zm00001d036320	GO:0005874
Zm00001d009738	GO:0005874
Zm00001d017306	GO:0005874
Zm00001d006807	GO:0005874
Zm00001d006504	GO:0005874
Zm00001d012786	GO:0005874
Zm00001d036492	GO:0005874
Zm00001d028872	GO:0005874
Zm00001d040508	GO:0005874
Zm00001d013139	GO:0005874
Zm00001d006456	GO:0005874
Zm00001d045480	GO:0005874
Zm00001d049863	GO:0005874
Zm00001d009737	GO:0005874
Zm00001d013936	GO:0005874
Zm00001d046996	GO:0005874
Zm00001d016462	GO:0005874
Zm00001d053679	GO:0005874
Zm00001d018800	GO:0005874
Zm00001d009780	GO:0005874
Zm00001d037040	GO:0005874
Zm00001d010275	GO:0005874
Zm00001d008216	GO:0005874
Zm00001d014884	GO:0005874
Zm00001d013733	GO:0005874
Zm00001d000209	GO:0005874
Zm00001d052872	GO:0005874
Zm00001d035567	GO:0005874
Zm00001d044727	GO:0005874
Zm00001d044714	GO:0005874
Zm00001d026623	GO:0005874
Zm00001d023975	GO:0005874
Zm00001d041523	GO:0005874
Zm00001d013636	GO:0005874
Zm00001d044701	GO:0005874
Zm00001d021641	GO:0005874
Zm00001d034022	GO:0005874
Zm00001d044760	GO:0005874
Zm00001d030773	GO:0005874
Zm00001d040509	GO:0005874
Zm00001d028195	GO:0005874
Zm00001d036626	GO:0005874
Zm00001d048104	GO:0005874
Zm00001d011129	GO:0005874
Zm00001d009593	GO:0005874
Zm00001d022347	GO:0043169
Zm00001d015504	GO:0043169
Zm00001d019169	GO:0043169
Zm00001d036395	GO:0043169
Zm00001d039163	GO:0043169
Zm00001d001988	GO:0043169
Zm00001d025055	GO:0043169
Zm00001d003817	GO:0043169
Zm00001d011202	GO:0043169
Zm00001d000302	GO:0043169
Zm00001d009719	GO:0043169
Zm00001d048359	GO:0043169
Zm00001d004357	GO:0043169
Zm00001d046828	GO:0043169
Zm00001d016684	GO:0043169
Zm00001d005240	GO:0043169
Zm00001d007050	GO:0043169
Zm00001d016106	GO:0043169
Zm00001d035263	GO:0043169
Zm00001d053313	GO:0043169
Zm00001d048990	GO:0043169
Zm00001d047732	GO:0043169
Zm00001d006836	GO:0008236
Zm00001d018315	GO:0008236
Zm00001d046794	GO:0008236
Zm00001d011518	GO:0008236
Zm00001d044907	GO:0008236
Zm00001d005852	GO:0008236
Zm00001d043748	GO:0008236
Zm00001d046800	GO:0008236
Zm00001d019804	GO:0008236
Zm00001d052014	GO:0008236
Zm00001d029644	GO:0008236
Zm00001d034167	GO:0008236
Zm00001d043825	GO:0008236
Zm00001d023493	GO:0008236
Zm00001d028276	GO:0008236
Zm00001d020694	GO:0008236
Zm00001d004551	GO:0008236
Zm00001d048374	GO:0008236
Zm00001d052810	GO:0008236
Zm00001d013865	GO:0008236
Zm00001d040102	GO:0008236
Zm00001d002678	GO:0008236
Zm00001d013475	GO:0008236
Zm00001d025493	GO:0008236
Zm00001d007701	GO:0008236
Zm00001d048825	GO:0008236
Zm00001d003150	GO:0008236
Zm00001d028031	GO:0008236
Zm00001d014178	GO:0008236
Zm00001d032956	GO:0008236
Zm00001d004417	GO:0008236
Zm00001d046801	GO:0008236
Zm00001d045885	GO:0008236
Zm00001d018470	GO:0008236
Zm00001d044916	GO:0008236
Zm00001d027379	GO:0008236
Zm00001d005851	GO:0008236
Zm00001d046798	GO:0008236
Zm00001d027672	GO:0008236
Zm00001d051169	GO:0008236
Zm00001d034165	GO:0008236
Zm00001d040500	GO:0003700
Zm00001d044746	GO:0003700
Zm00001d034084	GO:0003700
Zm00001d028524	GO:0003700
Zm00001d043589	GO:0003700
Zm00001d028265	GO:0003700
Zm00001d013258	GO:0003700
Zm00001d013501	GO:0003700
Zm00001d027462	GO:0003700
Zm00001d039658	GO:0003700
Zm00001d020540	GO:0003700
Zm00001d050018	GO:0003700
Zm00001d036400	GO:0003700
Zm00001d044682	GO:0003700
Zm00001d009619	GO:0003700
Zm00001d014184	GO:0003700
Zm00001d018731	GO:0003700
Zm00001d030631	GO:0003700
Zm00001d024275	GO:0003700
Zm00001d046664	GO:0003700
Zm00001d003408	GO:0003700
Zm00001d004897	GO:0003700
Zm00001d008872	GO:0003700
Zm00001d052365	GO:0003700
Zm00001d005143	GO:0003700
Zm00001d011406	GO:0003700
Zm00001d019166	GO:0003700
Zm00001d049692	GO:0003700
Zm00001d014656	GO:0003700
Zm00001d014670	GO:0003700
Zm00001d020711	GO:0003700
Zm00001d016737	GO:0003700
Zm00001d005749	GO:0003700
Zm00001d025638	GO:0003700
Zm00001d027587	GO:0003700
Zm00001d026245	GO:0003700
Zm00001d012273	GO:0003700
Zm00001d027874	GO:0003700
Zm00001d003168	GO:0003700
Zm00001d013074	GO:0003700
Zm00001d053967	GO:0003700
Zm00001d023662	GO:0003700
Zm00001d029564	GO:0003700
Zm00001d023736	GO:0003700
Zm00001d031673	GO:0003700
Zm00001d045375	GO:0003700
Zm00001d028066	GO:0003700
Zm00001d006001	GO:0003700
Zm00001d005951	GO:0003700
Zm00001d028217	GO:0003700
Zm00001d015743	GO:0003700
Zm00001d051465	GO:0003700
Zm00001d052562	GO:0003700
Zm00001d018255	GO:0003700
Zm00001d047523	GO:0003700
Zm00001d037274	GO:0003700
Zm00001d050154	GO:0003700
Zm00001d026398	GO:0003700
Zm00001d034433	GO:0003700
Zm00001d031399	GO:0003700
Zm00001d045231	GO:0003700
Zm00001d016907	GO:0003700
Zm00001d019289	GO:0003700
Zm00001d048004	GO:0003700
Zm00001d030577	GO:0003700
Zm00001d011597	GO:0003700
Zm00001d012795	GO:0003700
Zm00001d033523	GO:0003700
Zm00001d044680	GO:0003700
Zm00001d014630	GO:0003700
Zm00001d003755	GO:0003700
Zm00001d031500	GO:0003700
Zm00001d052180	GO:0003700
Zm00001d004868	GO:0003700
Zm00001d024160	GO:0003700
Zm00001d043116	GO:0003700
Zm00001d028919	GO:0003700
Zm00001d018587	GO:0003700
Zm00001d012505	GO:0003700
Zm00001d032095	GO:0003700
Zm00001d049058	GO:0003700
Zm00001d012810	GO:0003700
Zm00001d024768	GO:0003700
Zm00001d002011	GO:0003700
Zm00001d044940	GO:0003700
Zm00001d027461	GO:0003700
Zm00001d044950	GO:0003700
Zm00001d034455	GO:0003700
Zm00001d024041	GO:0003700
Zm00001d008665	GO:0003700
Zm00001d029270	GO:0003700
Zm00001d052717	GO:0003700
Zm00001d010617	GO:0003700
Zm00001d020043	GO:0003700
Zm00001d036210	GO:0003700
Zm00001d033390	GO:0003700
Zm00001d028070	GO:0003700
Zm00001d051340	GO:0003700
Zm00001d036244	GO:0003700
Zm00001d028372	GO:0003700
Zm00001d013259	GO:0003700
Zm00001d040651	GO:0003700
Zm00001d025477	GO:0003700
Zm00001d019354	GO:0003700
Zm00001d025953	GO:0003700
Zm00001d024388	GO:0003700
Zm00001d036726	GO:0003700
Zm00001d050388	GO:0003700
Zm00001d034045	GO:0003700
Zm00001d047356	GO:0003700
Zm00001d048391	GO:0003700
Zm00001d021751	GO:0003700
Zm00001d042777	GO:0003700
Zm00001d026305	GO:0003700
Zm00001d029940	GO:0003700
Zm00001d023465	GO:0003700
Zm00001d014132	GO:0003700
Zm00001d033566	GO:0003700
Zm00001d028936	GO:0003700
Zm00001d022088	GO:0003700
Zm00001d036510	GO:0003700
Zm00001d052413	GO:0003700
Zm00001d034879	GO:0003700
Zm00001d047587	GO:0003700
Zm00001d020881	GO:0003700
Zm00001d006094	GO:0003700
Zm00001d009604	GO:0003700
Zm00001d050897	GO:0003700
Zm00001d034571	GO:0003700
Zm00001d012413	GO:0003700
Zm00001d026184	GO:0003700
Zm00001d026448	GO:0003700
Zm00001d031697	GO:0003700
Zm00001d022530	GO:0003700
Zm00001d018050	GO:0003700
Zm00001d052732	GO:0003700
Zm00001d021191	GO:0003700
Zm00001d018288	GO:0003700
Zm00001d026447	GO:0003700
Zm00001d017207	GO:0003700
Zm00001d050588	GO:0003700
Zm00001d027752	GO:0003700
Zm00001d027369	GO:0003700
Zm00001d044010	GO:0003700
Zm00001d043060	GO:0003700
Zm00001d050664	GO:0003700
Zm00001d026355	GO:0003700
Zm00001d014461	GO:0003700
Zm00001d048991	GO:0003700
Zm00001d015515	GO:0003700
Zm00001d022142	GO:0003700
Zm00001d019216	GO:0003700
Zm00001d005884	GO:0003700
Zm00001d034457	GO:0003700
Zm00001d033701	GO:0003700
Zm00001d037737	GO:0003700
Zm00001d021057	GO:0003700
Zm00001d032741	GO:0003700
Zm00001d017462	GO:0003700
Zm00001d010175	GO:0003700
Zm00001d023535	GO:0003700
Zm00001d037170	GO:0003700
Zm00001d026218	GO:0003700
Zm00001d046753	GO:0003700
Zm00001d016231	GO:0003700
Zm00001d018603	GO:0003700
Zm00001d012553	GO:0003700
Zm00001d005056	GO:0003700
Zm00001d008190	GO:0003700
Zm00001d004857	GO:0003700
Zm00001d012507	GO:0003700
Zm00001d050834	GO:0003700
Zm00001d045288	GO:0003700
Zm00001d041491	GO:0003700
Zm00001d039907	GO:0003700
Zm00001d014629	GO:0003700
Zm00001d034447	GO:0003700
Zm00001d012719	GO:0003700
Zm00001d002025	GO:0003700
Zm00001d016616	GO:0003700
Zm00001d047967	GO:0003700
Zm00001d038296	GO:0003700
Zm00001d038320	GO:0003700
Zm00001d031620	GO:0003700
Zm00001d042779	GO:0003700
Zm00001d017932	GO:0003700
Zm00001d000344	GO:0003700
Zm00001d027955	GO:0003700
Zm00001d053369	GO:0003700
Zm00001d031135	GO:0003700
Zm00001d024285	GO:0003700
Zm00001d046913	GO:0003700
Zm00001d018142	GO:0003700
Zm00001d038446	GO:0003700
Zm00001d038087	GO:0003700
Zm00001d009668	GO:0003700
Zm00001d028068	GO:0003700
Zm00001d020704	GO:0003700
Zm00001d008648	GO:0003700
Zm00001d006677	GO:0003700
Zm00001d038664	GO:0003700
Zm00001d011134	GO:0003700
Zm00001d036279	GO:0003700
Zm00001d038451	GO:0003700
Zm00001d009573	GO:0003700
Zm00001d043908	GO:0003700
Zm00001d052430	GO:0003700
Zm00001d030532	GO:0003700
Zm00001d005309	GO:0003700
Zm00001d015118	GO:0003700
Zm00001d018203	GO:0003700
Zm00001d015848	GO:0003700
Zm00001d017592	GO:0003700
Zm00001d017986	GO:0003700
Zm00001d044259	GO:0003700
Zm00001d016623	GO:0003700
Zm00001d031591	GO:0003700
Zm00001d046501	GO:0003700
Zm00001d013170	GO:0003700
Zm00001d021089	GO:0003700
Zm00001d010812	GO:0003700
Zm00001d002075	GO:0003700
Zm00001d027878	GO:0003700
Zm00001d043992	GO:0003700
Zm00001d005016	GO:0003700
Zm00001d007329	GO:0003700
Zm00001d052738	GO:0003700
Zm00001d037531	GO:0003700
Zm00001d008225	GO:0003700
Zm00001d025964	GO:0003700
Zm00001d012128	GO:0003700
Zm00001d035438	GO:0003700
Zm00001d013845	GO:0003700
Zm00001d012823	GO:0003700
Zm00001d010233	GO:0003700
Zm00001d024507	GO:0003700
Zm00001d019189	GO:0003700
Zm00001d010638	GO:0003700
Zm00001d016848	GO:0003700
Zm00001d007022	GO:0003700
Zm00001d025988	GO:0003700
Zm00001d031391	GO:0003700
Zm00001d011133	GO:0003700
Zm00001d003884	GO:0003700
Zm00001d021189	GO:0003700
Zm00001d015846	GO:0003700
Zm00001d031790	GO:0003700
Zm00001d048082	GO:0003700
Zm00001d048412	GO:0003700
Zm00001d043153	GO:0003700
Zm00001d005244	GO:0003700
Zm00001d008882	GO:0003700
Zm00001d032219	GO:0003700
Zm00001d052412	GO:0003700
Zm00001d023443	GO:0003700
Zm00001d006223	GO:0003700
Zm00001d052405	GO:0003700
Zm00001d052807	GO:0003700
Zm00001d034204	GO:0003700
Zm00001d039245	GO:0003700
Zm00001d031745	GO:0003700
Zm00001d029488	GO:0003700
Zm00001d010987	GO:0003700
Zm00001d039424	GO:0003700
Zm00001d018767	GO:0003700
Zm00001d044726	GO:0003700
Zm00001d043663	GO:0003700
Zm00001d021581	GO:0003700
Zm00001d046856	GO:0003700
Zm00001d035053	GO:0003700
Zm00001d007840	GO:0003700
Zm00001d012294	GO:0003700
Zm00001d040775	GO:0003700
Zm00001d033987	GO:0003700
Zm00001d035512	GO:0003700
Zm00001d001907	GO:0003700
Zm00001d038761	GO:0003700
Zm00001d048041	GO:0003700
Zm00001d045365	GO:0003700
Zm00001d041129	GO:0003700
Zm00001d029934	GO:0003700
Zm00001d049160	GO:0003700
Zm00001d023540	GO:0003700
Zm00001d039434	GO:0003700
Zm00001d029537	GO:0003700
Zm00001d018178	GO:0003700
Zm00001d011639	GO:0003700
Zm00001d017478	GO:0003700
Zm00001d048227	GO:0003700
Zm00001d042618	GO:0003700
Zm00001d037511	GO:0003700
Zm00001d030375	GO:0003700
Zm00001d026182	GO:0003700
Zm00001d051350	GO:0003700
Zm00001d042717	GO:0003700
Zm00001d025589	GO:0003700
Zm00001d045639	GO:0003700
Zm00001d015381	GO:0003700
Zm00001d037356	GO:0003700
Zm00001d033946	GO:0003700
Zm00001d039206	GO:0003700
Zm00001d043409	GO:0003700
Zm00001d010048	GO:0003700
Zm00001d027957	GO:0003700
Zm00001d023540	GO:0043565
Zm00001d031135	GO:0043565
Zm00001d050834	GO:0043565
Zm00001d037170	GO:0043565
Zm00001d033523	GO:0043565
Zm00001d010617	GO:0043565
Zm00001d019166	GO:0043565
Zm00001d013074	GO:0043565
Zm00001d020704	GO:0043565
Zm00001d005056	GO:0043565
Zm00001d012507	GO:0043565
Zm00001d019354	GO:0043565
Zm00001d043060	GO:0043565
Zm00001d029564	GO:0043565
Zm00001d038761	GO:0043565
Zm00001d024768	GO:0043565
Zm00001d015743	GO:0043565
Zm00001d020711	GO:0043565
Zm00001d015845	GO:0043565
Zm00001d018178	GO:0043565
Zm00001d025589	GO:0043565
Zm00001d052562	GO:0043565
Zm00001d010574	GO:0043565
Zm00001d031697	GO:0043565
Zm00001d006001	GO:0043565
Zm00001d012553	GO:0043565
Zm00001d008190	GO:0043565
Zm00001d040775	GO:0043565
Zm00001d009668	GO:0043565
Zm00001d004897	GO:0043565
Zm00001d034571	GO:0043565
Zm00001d038296	GO:0043565
Zm00001d042968	GO:0043565
Zm00001d047587	GO:0043565
Zm00001d025953	GO:0043565
Zm00001d034455	GO:0043565
Zm00001d039658	GO:0043565
Zm00001d039245	GO:0043565
Zm00001d037316	GO:0043565
Zm00001d010812	GO:0043565
Zm00001d020881	GO:0043565
Zm00001d048172	GO:0043565
Zm00001d021189	GO:0043565
Zm00001d052717	GO:0043565
Zm00001d030577	GO:0043565
Zm00001d053369	GO:0043565
Zm00001d025964	GO:0043565
Zm00001d036726	GO:0043565
Zm00001d009619	GO:0043565
Zm00001d038451	GO:0043565
Zm00001d034433	GO:0043565
Zm00001d044010	GO:0043565
Zm00001d043992	GO:0043565
Zm00001d034457	GO:0043565
Zm00001d005244	GO:0043565
Zm00001d052430	GO:0043565
Zm00001d006223	GO:0043565
Zm00001d046664	GO:0043565
Zm00001d005143	GO:0043565
Zm00001d053967	GO:0043565
Zm00001d029505	GO:0043565
Zm00001d050018	GO:0043565
Zm00001d043663	GO:0043565
Zm00001d042777	GO:0043565
Zm00001d028372	GO:0043565
Zm00001d008225	GO:0043565
Zm00001d029270	GO:0043565
Zm00001d004857	GO:0043565
Zm00001d009636	GO:0043565
Zm00001d005884	GO:0043565
Zm00001d044682	GO:0043565
Zm00001d026398	GO:0043565
Zm00001d014629	GO:0043565
Zm00001d025638	GO:0043565
Zm00001d024160	GO:0043565
Zm00001d014630	GO:0043565
Zm00001d011133	GO:0043565
Zm00001d044680	GO:0043565
Zm00001d012413	GO:0043565
Zm00001d049337	GO:0043565
Zm00001d012719	GO:0043565
Zm00001d007329	GO:0043565
Zm00001d011075	GO:0043565
Zm00001d033946	GO:0043565
Zm00001d045288	GO:0043565
Zm00001d027461	GO:0043565
Zm00001d024701	GO:0043565
Zm00001d018203	GO:0043565
Zm00001d034084	GO:0043565
Zm00001d030532	GO:0043565
Zm00001d033404	GO:0043565
Zm00001d043153	GO:0043565
Zm00001d036510	GO:0043565
Zm00001d012505	GO:0043565
Zm00001d042779	GO:0043565
Zm00001d006687	GO:0043565
Zm00001d033390	GO:0043565
Zm00001d002143	GO:0043565
Zm00001d014656	GO:0043565
Zm00001d025988	GO:0043565
Zm00001d048227	GO:0043565
Zm00001d029934	GO:0043565
Zm00001d039957	GO:0043565
Zm00001d021191	GO:0043565
Zm00001d021236	GO:0043565
Zm00001d010638	GO:0043565
Zm00001d017503	GO:0043565
Zm00001d040091	GO:0043565
Zm00001d044973	GO:0043565
Zm00001d012823	GO:0043565
Zm00001d021581	GO:0043565
Zm00001d012294	GO:0043565
Zm00001d031790	GO:0043565
Zm00001d041428	GO:0043565
Zm00001d041129	GO:0043565
Zm00001d002234	GO:0043565
Zm00001d052413	GO:0043565
Zm00001d052738	GO:0043565
Zm00001d012273	GO:0043565
Zm00001d047523	GO:0043565
Zm00001d004230	GO:0043565
Zm00001d033987	GO:0043565
Zm00001d015846	GO:0043565
Zm00001d030572	GO:0043565
Zm00001d043908	GO:0043565
Zm00001d050588	GO:0043565
Zm00001d047967	GO:0043565
Zm00001d033861	GO:0043565
Zm00001d034447	GO:0043565
Zm00001d043231	GO:0043565
Zm00001d044940	GO:0043565
Zm00001d023443	GO:0043565
Zm00001d022142	GO:0043565
Zm00001d024285	GO:0043565
Zm00001d048391	GO:0043565
Zm00001d036244	GO:0043565
Zm00001d026088	GO:0043565
Zm00001d021247	GO:0043565
Zm00001d016312	GO:0043565
Zm00001d028936	GO:0043565
Zm00001d040500	GO:0043565
Zm00001d015118	GO:0043565
Zm00001d007022	GO:0043565
Zm00001d009604	GO:0043565
Zm00001d048041	GO:0043565
Zm00001d044259	GO:0043565
Zm00001d024041	GO:0043565
Zm00001d031745	GO:0043565
Zm00001d052412	GO:0043565
Zm00001d015515	GO:0043565
Zm00001d005951	GO:0043565
Zm00001d052807	GO:0043565
Zm00001d015848	GO:0043565
Zm00001d011406	GO:0043565
Zm00001d005749	GO:0043565
Zm00001d026218	GO:0043565
Zm00001d045375	GO:0043565
Zm00001d039206	GO:0043565
Zm00001d026351	GO:0043565
Zm00001d008294	GO:0043565
Zm00001d024275	GO:0043565
Zm00001d034212	GO:0043565
Zm00001d048164	GO:0006364
Zm00001d012549	GO:0006364
Zm00001d037264	GO:0006364
Zm00001d036744	GO:0006364
Zm00001d011457	GO:0006364
Zm00001d041863	GO:0006364
Zm00001d051631	GO:0006364
Zm00001d011780	GO:0006364
Zm00001d049508	GO:0006364
Zm00001d002483	GO:0006364
Zm00001d049509	GO:0006364
Zm00001d036200	GO:0006364
Zm00001d026495	GO:0006364
Zm00001d039036	GO:0006364
Zm00001d038036	GO:0006364
Zm00001d037391	GO:0006364
Zm00001d023745	GO:0006364
Zm00001d040768	GO:0006364
Zm00001d050396	GO:0006364
Zm00001d046587	GO:0006364
Zm00001d013457	GO:0006364
Zm00001d001875	GO:0006364
Zm00001d036909	GO:0006364
Zm00001d053525	GO:0006364
Zm00001d043526	GO:0006364
Zm00001d037459	GO:0006364
Zm00001d035342	GO:0006364
Zm00001d017887	GO:0006364
Zm00001d028098	GO:0006364
Zm00001d026195	GO:0006364
Zm00001d014473	GO:0006364
Zm00001d049580	GO:0006364
Zm00001d016286	GO:0006364
Zm00001d044092	GO:0006364
Zm00001d010278	GO:0006364
Zm00001d009597	GO:0006364
Zm00001d050515	GO:0006364
Zm00001d013344	GO:0006364
Zm00001d014173	GO:0006364
Zm00001d038777	GO:0006364
Zm00001d029104	GO:0006364
Zm00001d038440	GO:0006364
Zm00001d002385	GO:0006364
Zm00001d023552	GO:0006364
Zm00001d010161	GO:0006364
Zm00001d051885	GO:0006364
Zm00001d004669	GO:0004725
Zm00001d011479	GO:0004725
Zm00001d025213	GO:0004725
Zm00001d007942	GO:0004725
Zm00001d040641	GO:0004725
Zm00001d046049	GO:0004725
Zm00001d004751	GO:0004725
Zm00001d011037	GO:0004725
Zm00001d041854	GO:0004725
Zm00001d031973	GO:0004725
Zm00001d035599	GO:0004725
Zm00001d018209	GO:0004725
Zm00001d052137	GO:0004725
Zm00001d004992	GO:0004725
Zm00001d035600	GO:0004725
Zm00001d008534	GO:0006470
Zm00001d011037	GO:0006470
Zm00001d031103	GO:0006470
Zm00001d051874	GO:0006470
Zm00001d034994	GO:0006470
Zm00001d034655	GO:0006470
Zm00001d047732	GO:0006470
Zm00001d015982	GO:0006470
Zm00001d047200	GO:0006470
Zm00001d011202	GO:0006470
Zm00001d025101	GO:0006470
Zm00001d007050	GO:0006470
Zm00001d003636	GO:0006470
Zm00001d017863	GO:0006470
Zm00001d029269	GO:0006470
Zm00001d040728	GO:0006470
Zm00001d006381	GO:0006470
Zm00001d004357	GO:0006470
Zm00001d032714	GO:0006470
Zm00001d006486	GO:0006470
Zm00001d010888	GO:0006470
Zm00001d007529	GO:0006470
Zm00001d037956	GO:0006470
Zm00001d033662	GO:0006470
Zm00001d039152	GO:0006470
Zm00001d035599	GO:0006470
Zm00001d052542	GO:0006470
Zm00001d016106	GO:0006470
Zm00001d019435	GO:0006470
Zm00001d007207	GO:0006470
Zm00001d031126	GO:0006470
Zm00001d024325	GO:0006470
Zm00001d005420	GO:0006470
Zm00001d011062	GO:0006470
Zm00001d046828	GO:0006470
Zm00001d017670	GO:0006470
Zm00001d023909	GO:0006470
Zm00001d019519	GO:0006470
Zm00001d015610	GO:0006470
Zm00001d009620	GO:0006470
Zm00001d052018	GO:0006470
Zm00001d016370	GO:0006470
Zm00001d009109	GO:0006470
Zm00001d026269	GO:0006470
Zm00001d027360	GO:0006470
Zm00001d029419	GO:0006470
Zm00001d041854	GO:0006470
Zm00001d009234	GO:0006470
Zm00001d028624	GO:0006470
Zm00001d035263	GO:0006470
Zm00001d027583	GO:0006470
Zm00001d007528	GO:0006470
Zm00001d025055	GO:0006470
Zm00001d047239	GO:0006470
Zm00001d027309	GO:0006470
Zm00001d035036	GO:0006470
Zm00001d037014	GO:0006470
Zm00001d053566	GO:0006470
Zm00001d040641	GO:0006470
Zm00001d004992	GO:0006470
Zm00001d022347	GO:0006470
Zm00001d015504	GO:0006470
Zm00001d009719	GO:0006470
