Gene	GO
Zm00001d014394	GO:0003678
Zm00001d050503	GO:0003678
Zm00001d043823	GO:0003678
Zm00001d027233	GO:0003678
Zm00001d006187	GO:0003678
Zm00001d028270	GO:0003678
Zm00001d035563	GO:0003678
Zm00001d046795	GO:0003678
Zm00001d021922	GO:0003678
Zm00001d020356	GO:0003678
Zm00001d043820	GO:0003678
Zm00001d006695	GO:0003678
Zm00001d025500	GO:0003678
Zm00001d034274	GO:0003678
Zm00001d040739	GO:0003678
Zm00001d029157	GO:0003678
Zm00001d007222	GO:0003678
Zm00001d028081	GO:0003678
Zm00001d025190	GO:0003678
Zm00001d044992	GO:0003678
Zm00001d042222	GO:0003678
Zm00001d036554	GO:0003678
Zm00001d040557	GO:0003678
Zm00001d012842	GO:0003678
Zm00001d033659	GO:0003678
Zm00001d049353	GO:0003678
Zm00001d036324	GO:0003678
Zm00001d051768	GO:0003678
Zm00001d003819	GO:0003678
Zm00001d000231	GO:0003678
Zm00001d042516	GO:0003678
Zm00001d013372	GO:0003678
Zm00001d035292	GO:0003678
Zm00001d041808	GO:0003678
Zm00001d046395	GO:0003678
Zm00001d016539	GO:0003678
Zm00001d011047	GO:0003678
Zm00001d005166	GO:0003678
Zm00001d009239	GO:0003678
Zm00001d028499	GO:0003678
Zm00001d028519	GO:0003678
Zm00001d041559	GO:0003678
Zm00001d041806	GO:0003678
Zm00001d029311	GO:0003678
Zm00001d045997	GO:0003678
Zm00001d028269	GO:0003678
Zm00001d027696	GO:0003678
Zm00001d049811	GO:0003678
Zm00001d018583	GO:0003678
Zm00001d021244	GO:0003678
Zm00001d044057	GO:0003678
Zm00001d009333	GO:0003678
Zm00001d020494	GO:0003678
Zm00001d010406	GO:0003678
Zm00001d028791	GO:0003678
Zm00001d049190	GO:0003678
Zm00001d006802	GO:0003678
Zm00001d020891	GO:0003678
Zm00001d041253	GO:0003678
Zm00001d032581	GO:0003678
Zm00001d027245	GO:0003678
Zm00001d044523	GO:0003678
Zm00001d006241	GO:0003678
Zm00001d047927	GO:0003678
Zm00001d034646	GO:0003678
Zm00001d004359	GO:0003678
Zm00001d054073	GO:0003678
Zm00001d042967	GO:0003678
Zm00001d010992	GO:0003678
Zm00001d006849	GO:0003678
Zm00001d039500	GO:0003678
Zm00001d002666	GO:0003678
Zm00001d047975	GO:0003678
Zm00001d016821	GO:0003678
Zm00001d016967	GO:0003678
Zm00001d023754	GO:0003678
Zm00001d051482	GO:0003678
Zm00001d021660	GO:0003678
Zm00001d014646	GO:0003678
Zm00001d021184	GO:0003678
Zm00001d035644	GO:0003678
Zm00001d046000	GO:0003678
Zm00001d013986	GO:0003678
Zm00001d044957	GO:0003678
Zm00001d052021	GO:0003678
Zm00001d051971	GO:0003678
Zm00001d042941	GO:0003678
Zm00001d035349	GO:0003678
Zm00001d050205	GO:0003678
Zm00001d003740	GO:0003678
Zm00001d010084	GO:0003678
Zm00001d007964	GO:0003678
Zm00001d010611	GO:0003678
Zm00001d012946	GO:0003678
Zm00001d048266	GO:0003678
Zm00001d036512	GO:0003678
Zm00001d038499	GO:0003678
Zm00001d032862	GO:0003678
Zm00001d038025	GO:0003678
Zm00001d028975	GO:0003678
Zm00001d023475	GO:0003678
Zm00001d041606	GO:0003678
Zm00001d007023	GO:0003678
Zm00001d041755	GO:0003678
Zm00001d044710	GO:0003678
Zm00001d030709	GO:0003678
Zm00001d019854	GO:0003678
Zm00001d004573	GO:0003678
Zm00001d007562	GO:0003678
Zm00001d038566	GO:0003678
Zm00001d050287	GO:0003678
Zm00001d023233	GO:0003678
Zm00001d051991	GO:0003678
Zm00001d021258	GO:0003678
Zm00001d046439	GO:0003678
Zm00001d012588	GO:0003678
Zm00001d005363	GO:0003678
Zm00001d044561	GO:0003678
Zm00001d006863	GO:0003678
Zm00001d012803	GO:0003678
Zm00001d046267	GO:0003678
Zm00001d049339	GO:0003678
Zm00001d039557	GO:0003678
Zm00001d045290	GO:0003678
Zm00001d029146	GO:0003678
Zm00001d020918	GO:0003678
Zm00001d007537	GO:0003678
Zm00001d003578	GO:0003678
Zm00001d047318	GO:0003678
Zm00001d050378	GO:0003678
Zm00001d018384	GO:0003678
Zm00001d053199	GO:0003678
Zm00001d008188	GO:0003678
Zm00001d038010	GO:0003678
Zm00001d045707	GO:0003678
Zm00001d017981	GO:0003678
Zm00001d001920	GO:0003678
Zm00001d053905	GO:0003678
Zm00001d038043	GO:0003678
Zm00001d038314	GO:0003678
Zm00001d053338	GO:0003678
Zm00001d032985	GO:0003678
Zm00001d015324	GO:0003678
Zm00001d018231	GO:0003678
Zm00001d033810	GO:0003678
Zm00001d005840	GO:0003678
Zm00001d041132	GO:0003678
Zm00001d045622	GO:0003678
Zm00001d045331	GO:0003678
Zm00001d025496	GO:0003678
Zm00001d047375	GO:0003678
Zm00001d053968	GO:0003678
Zm00001d040584	GO:0003678
Zm00001d009831	GO:0003678
Zm00001d009768	GO:0003678
Zm00001d014397	GO:0003678
Zm00001d044795	GO:0003678
Zm00001d049818	GO:0003678
Zm00001d037781	GO:0003678
Zm00001d050160	GO:0003678
Zm00001d051300	GO:0003678
Zm00001d012872	GO:0003678
Zm00001d023448	GO:0003678
Zm00001d000232	GO:0003678
Zm00001d005805	GO:0003678
Zm00001d040499	GO:0003678
Zm00001d046815	GO:0003678
Zm00001d013775	GO:0003678
Zm00001d041694	GO:0003678
Zm00001d043637	GO:0003678
Zm00001d016146	GO:0003678
Zm00001d053542	GO:0003678
Zm00001d049396	GO:0003678
Zm00001d012949	GO:0003678
Zm00001d019863	GO:0003678
Zm00001d011702	GO:0003678
Zm00001d023474	GO:0003678
Zm00001d053790	GO:0003678
Zm00001d008823	GO:0003678
Zm00001d015454	GO:0003678
Zm00001d030134	GO:0003678
Zm00001d033103	GO:0003678
Zm00001d002299	GO:0003678
Zm00001d030055	GO:0003678
Zm00001d016611	GO:0003678
Zm00001d028525	GO:0003678
Zm00001d019382	GO:0003678
Zm00001d021767	GO:0003678
Zm00001d033119	GO:0003678
Zm00001d046797	GO:0003678
Zm00001d037527	GO:0003678
Zm00001d011948	GO:0003678
Zm00001d017123	GO:0003678
Zm00001d045868	GO:0003678
Zm00001d043754	GO:0003678
Zm00001d050171	GO:0003678
Zm00001d035274	GO:0003678
Zm00001d008728	GO:0003678
Zm00001d009925	GO:0003678
Zm00001d016212	GO:0003678
Zm00001d022522	GO:0003678
Zm00001d025929	GO:0003678
Zm00001d013538	GO:0003678
Zm00001d044540	GO:0003678
Zm00001d039602	GO:0003678
Zm00001d021143	GO:0003678
Zm00001d048267	GO:0003678
Zm00001d021931	GO:0003678
Zm00001d019636	GO:0003678
Zm00001d052975	GO:0003678
Zm00001d004347	GO:0003678
Zm00001d028059	GO:0003678
Zm00001d012345	GO:0003678
Zm00001d021859	GO:0003678
Zm00001d046964	GO:0003678
Zm00001d040413	GO:0003678
Zm00001d005518	GO:0003678
Zm00001d012114	GO:0003678
Zm00001d031642	GO:0003678
Zm00001d032987	GO:0003678
Zm00001d012649	GO:0003678
Zm00001d026422	GO:0003678
Zm00001d051540	GO:0003678
Zm00001d013853	GO:0003678
Zm00001d006675	GO:0003678
Zm00001d048001	GO:0003678
Zm00001d032415	GO:0003678
Zm00001d000385	GO:0003678
Zm00001d054100	GO:0003678
Zm00001d042927	GO:0003678
Zm00001d044958	GO:0003678
Zm00001d029641	GO:0003678
Zm00001d014544	GO:0003678
Zm00001d009124	GO:0003678
Zm00001d028335	GO:0003678
Zm00001d017122	GO:0003678
Zm00001d009113	GO:0003678
Zm00001d000324	GO:0003678
Zm00001d030331	GO:0003678
Zm00001d030484	GO:0003678
Zm00001d017579	GO:0003678
Zm00001d047411	GO:0003678
Zm00001d030376	GO:0003678
Zm00001d009679	GO:0003678
Zm00001d038467	GO:0003678
Zm00001d045061	GO:0003678
Zm00001d041145	GO:0003678
Zm00001d034549	GO:0003678
Zm00001d035059	GO:0003678
Zm00001d006074	GO:0003678
Zm00001d044790	GO:0003678
Zm00001d020421	GO:0003678
Zm00001d005991	GO:0003678
Zm00001d016710	GO:0003678
Zm00001d004067	GO:0003678
Zm00001d030646	GO:0003678
Zm00001d050541	GO:0003678
Zm00001d030046	GO:0003678
Zm00001d041563	GO:0003678
Zm00001d002637	GO:0003678
Zm00001d006642	GO:0003678
Zm00001d047609	GO:0003678
Zm00001d004747	GO:0003678
Zm00001d047628	GO:0003678
Zm00001d018851	GO:0003678
Zm00001d031829	GO:0003678
Zm00001d044206	GO:0003678
Zm00001d021500	GO:0003678
Zm00001d014908	GO:0003678
Zm00001d039604	GO:0003678
Zm00001d019617	GO:0003678
Zm00001d028884	GO:0003678
Zm00001d037595	GO:0003678
Zm00001d010849	GO:0003678
Zm00001d036311	GO:0003678
Zm00001d045848	GO:0003678
Zm00001d004872	GO:0003678
Zm00001d034078	GO:0003678
Zm00001d050627	GO:0003678
Zm00001d016385	GO:0003678
Zm00001d015146	GO:0003678
Zm00001d023344	GO:0003678
Zm00001d003825	GO:0003678
Zm00001d053720	GO:0003678
Zm00001d014143	GO:0003678
Zm00001d052359	GO:0003678
Zm00001d038834	GO:0003678
Zm00001d053810	GO:0003678
Zm00001d024115	GO:0003678
Zm00001d039205	GO:0003678
Zm00001d019016	GO:0003678
Zm00001d038953	GO:0003678
Zm00001d044149	GO:0003678
Zm00001d007637	GO:0003678
Zm00001d040704	GO:0003678
Zm00001d002805	GO:0003678
Zm00001d035706	GO:0003678
Zm00001d032074	GO:0003678
Zm00001d010350	GO:0003678
Zm00001d046708	GO:0003678
Zm00001d046104	GO:0003678
Zm00001d015673	GO:0003678
Zm00001d048378	GO:0003678
Zm00001d041976	GO:0003678
Zm00001d019798	GO:0003678
Zm00001d047593	GO:0003678
Zm00001d010098	GO:0006744
Zm00001d010104	GO:0006744
Zm00001d012884	GO:0006744
Zm00001d010103	GO:0006744
Zm00001d010099	GO:0006744
Zm00001d010118	GO:0006744
Zm00001d010599	GO:0016756
Zm00001d010599	GO:0046938
Zm00001d012034	GO:0017176
Zm00001d011956	GO:0034968
Zm00001d051590	GO:0034968
Zm00001d031851	GO:0034968
Zm00001d010646	GO:0034968
Zm00001d032343	GO:0034968
Zm00001d019520	GO:0034968
Zm00001d038541	GO:0034968
Zm00001d042272	GO:0034968
Zm00001d043135	GO:0034968
Zm00001d051126	GO:0034968
Zm00001d005650	GO:0034968
Zm00001d005445	GO:0034968
Zm00001d049884	GO:0034968
Zm00001d048252	GO:0005852
Zm00001d029828	GO:0005852
Zm00001d029511	GO:0005852
Zm00001d029554	GO:0005852
Zm00001d014873	GO:0005852
Zm00001d039305	GO:0005852
Zm00001d020935	GO:0005852
Zm00001d002737	GO:0005852
Zm00001d053923	GO:0005852
Zm00001d035752	GO:0005852
Zm00001d025193	GO:0005852
Zm00001d010441	GO:0005852
Zm00001d040830	GO:0005852
Zm00001d002169	GO:0005852
Zm00001d048255	GO:0005852
Zm00001d031414	GO:0005852
Zm00001d008788	GO:0005852
Zm00001d020635	GO:0005852
Zm00001d051103	GO:0005852
Zm00001d020479	GO:0005852
Zm00001d042567	GO:0006383
Zm00001d021088	GO:0006383
Zm00001d049733	GO:0006383
Zm00001d049733	GO:0005666
Zm00001d011165	GO:0005666
Zm00001d021088	GO:0005666
Zm00001d042567	GO:0005666
Zm00001d046234	GO:0050113
Zm00001d046234	GO:0019310
Zm00001d035113	GO:0006359
Zm00001d039681	GO:0006359
Zm00001d017507	GO:0006359
Zm00001d011165	GO:0006359
Zm00001d042340	GO:0006406
Zm00001d012030	GO:0006406
Zm00001d052445	GO:0043248
Zm00001d011478	GO:0043248
Zm00001d018403	GO:0043248
Zm00001d010804	GO:0043248
Zm00001d044036	GO:0043248
Zm00001d038970	GO:0043248
Zm00001d004415	GO:0003968
Zm00001d003378	GO:0003968
Zm00001d004416	GO:0003968
Zm00001d040988	GO:0003968
Zm00001d046933	GO:0003968
Zm00001d040986	GO:0003968
Zm00001d017962	GO:0003968
Zm00001d017964	GO:0003968
Zm00001d046881	GO:0003968
Zm00001d015229	GO:0035246
Zm00001d004109	GO:0035246
Zm00001d054001	GO:0035246
Zm00001d015228	GO:0035246
Zm00001d046766	GO:0046556
Zm00001d044648	GO:0046556
Zm00001d048993	GO:0046556
Zm00001d004462	GO:0046556
Zm00001d007195	GO:0046556
Zm00001d027737	GO:0046556
Zm00001d052425	GO:0046556
Zm00001d028952	GO:0046556
Zm00001d052425	GO:0046373
Zm00001d027737	GO:0046373
Zm00001d048993	GO:0046373
Zm00001d007195	GO:0046373
Zm00001d046766	GO:0046373
Zm00001d044648	GO:0046373
Zm00001d028952	GO:0046373
Zm00001d004462	GO:0046373
Zm00001d005711	GO:0050080
Zm00001d010406	GO:0042555
Zm00001d047411	GO:0042555
Zm00001d010611	GO:0042555
Zm00001d044540	GO:0042555
Zm00001d042967	GO:0042555
Zm00001d052021	GO:0042555
Zm00001d041606	GO:0042555
Zm00001d013372	GO:0042555
Zm00001d037781	GO:0042555
Zm00001d049190	GO:0042555
Zm00001d038467	GO:0042555
Zm00001d018384	GO:0042555
Zm00001d052021	GO:0003688
Zm00001d018384	GO:0003688
Zm00001d017958	GO:0004356
Zm00001d044569	GO:0004356
Zm00001d048050	GO:0004356
Zm00001d033947	GO:0004356
Zm00001d021367	GO:0004356
Zm00001d028260	GO:0004356
Zm00001d031055	GO:0004356
Zm00001d032815	GO:0004356
Zm00001d047936	GO:0004356
Zm00001d017958	GO:0006542
Zm00001d028260	GO:0006542
Zm00001d032815	GO:0006542
Zm00001d002889	GO:0006796
Zm00001d014199	GO:0006796
Zm00001d017770	GO:0006796
Zm00001d035616	GO:0006796
Zm00001d051564	GO:0006796
Zm00001d000442	GO:0004611
Zm00001d009327	GO:0004611
Zm00001d008318	GO:0004611
Zm00001d028471	GO:0004611
Zm00001d000162	GO:0004611
Zm00001d006579	GO:0004611
Zm00001d008314	GO:0004611
Zm00001d026192	GO:0004611
Zm00001d024184	GO:0004611
Zm00001d000162	GO:0017076
Zm00001d006579	GO:0017076
Zm00001d028471	GO:0017076
Zm00001d026192	GO:0017076
Zm00001d009327	GO:0017076
Zm00001d000442	GO:0017076
Zm00001d024184	GO:0017076
Zm00001d008314	GO:0017076
Zm00001d008318	GO:0017076
Zm00001d012674	GO:0004106
Zm00001d034408	GO:0004106
Zm00001d021611	GO:0004106
Zm00001d050412	GO:0004106
Zm00001d043649	GO:0004106
Zm00001d025458	GO:0004106
Zm00001d043356	GO:0004106
Zm00001d035769	GO:0004106
Zm00001d015509	GO:0004106
Zm00001d026062	GO:0016298
Zm00001d022309	GO:0016298
Zm00001d012854	GO:0030041
Zm00001d040463	GO:0048529
Zm00001d040463	GO:0015995
Zm00001d026603	GO:0015995
Zm00001d037984	GO:0015995
Zm00001d015765	GO:0045892
Zm00001d045858	GO:0051716
Zm00001d045858	GO:0046658
Zm00001d027400	GO:0000445
Zm00001d049685	GO:0015098
Zm00001d038074	GO:0015098
Zm00001d018189	GO:0015098
Zm00001d027344	GO:0015098
Zm00001d027344	GO:0015689
Zm00001d018189	GO:0015689
Zm00001d049685	GO:0015689
Zm00001d038074	GO:0015689
Zm00001d035060	GO:0015095
Zm00001d033033	GO:0015095
Zm00001d047323	GO:0015095
Zm00001d010230	GO:0015095
Zm00001d041560	GO:0015095
Zm00001d038685	GO:0015095
Zm00001d042928	GO:0015095
Zm00001d042621	GO:0015095
Zm00001d050604	GO:0015095
Zm00001d052201	GO:0015095
Zm00001d043694	GO:0015095
Zm00001d007307	GO:0015095
Zm00001d041564	GO:0015095
Zm00001d034394	GO:0015095
Zm00001d042672	GO:0015095
Zm00001d016634	GO:0015095
Zm00001d014788	GO:0015095
Zm00001d007307	GO:0015693
Zm00001d035060	GO:0015693
Zm00001d050604	GO:0015693
Zm00001d038685	GO:0015693
Zm00001d042621	GO:0015693
Zm00001d016634	GO:0015693
Zm00001d041560	GO:0015693
Zm00001d043694	GO:0015693
Zm00001d033033	GO:0015693
Zm00001d047323	GO:0015693
Zm00001d042928	GO:0015693
Zm00001d052201	GO:0015693
Zm00001d042672	GO:0015693
Zm00001d034394	GO:0015693
Zm00001d014788	GO:0015693
Zm00001d010230	GO:0015693
Zm00001d041564	GO:0015693
Zm00001d050510	GO:0047325
Zm00001d033853	GO:0047325
Zm00001d033907	GO:0047325
Zm00001d011441	GO:0047325
Zm00001d047994	GO:0047325
Zm00001d025540	GO:0047325
Zm00001d049398	GO:0047325
Zm00001d049398	GO:0052725
Zm00001d033907	GO:0052725
Zm00001d050510	GO:0052725
Zm00001d033853	GO:0052725
Zm00001d047994	GO:0052725
Zm00001d011441	GO:0052725
Zm00001d025540	GO:0052725
Zm00001d025540	GO:0052726
Zm00001d047994	GO:0052726
Zm00001d050510	GO:0052726
Zm00001d033907	GO:0052726
Zm00001d049398	GO:0052726
Zm00001d011441	GO:0052726
Zm00001d033853	GO:0052726
Zm00001d049398	GO:0032957
Zm00001d050510	GO:0032957
Zm00001d033853	GO:0032957
Zm00001d025540	GO:0032957
Zm00001d011441	GO:0032957
Zm00001d047994	GO:0032957
Zm00001d033907	GO:0032957
Zm00001d053694	GO:0007094
Zm00001d023279	GO:0007094
Zm00001d025721	GO:0007094
Zm00001d015863	GO:0007094
Zm00001d042639	GO:0007094
Zm00001d021588	GO:0007094
Zm00001d020182	GO:0016568
Zm00001d015932	GO:0016568
Zm00001d034006	GO:0016568
Zm00001d039528	GO:0016568
Zm00001d031073	GO:0005664
Zm00001d047676	GO:0016559
Zm00001d045464	GO:0008430
Zm00001d017668	GO:0008430
Zm00001d009019	GO:0008430
Zm00001d051549	GO:0008430
Zm00001d012059	GO:0008430
Zm00001d012025	GO:0008430
Zm00001d035622	GO:0008430
Zm00001d014337	GO:0032968
Zm00001d047909	GO:0032968
Zm00001d017887	GO:0008757
Zm00001d035012	GO:0043486
Zm00001d020935	GO:0031369
Zm00001d002737	GO:0031369
Zm00001d002169	GO:0031369
Zm00001d047667	GO:0004056
Zm00001d047667	GO:0042450
Zm00001d035617	GO:0046982
Zm00001d042792	GO:0046982
Zm00001d008437	GO:0046982
Zm00001d007553	GO:0046982
Zm00001d038557	GO:0046982
Zm00001d008371	GO:0046982
Zm00001d047265	GO:0046982
Zm00001d035618	GO:0046982
Zm00001d033146	GO:0046982
Zm00001d009350	GO:0046982
Zm00001d036648	GO:0046982
Zm00001d039957	GO:0046982
Zm00001d015078	GO:0046982
Zm00001d031574	GO:0046982
Zm00001d029505	GO:0046982
Zm00001d011011	GO:0046982
Zm00001d010574	GO:0046982
Zm00001d011915	GO:0046982
Zm00001d029598	GO:0046982
Zm00001d012445	GO:0046982
Zm00001d021422	GO:0046982
Zm00001d042879	GO:0046982
Zm00001d012668	GO:0046982
Zm00001d005993	GO:0046982
Zm00001d043857	GO:0046982
Zm00001d017899	GO:0046982
Zm00001d042968	GO:0046982
Zm00001d030151	GO:0046982
Zm00001d048491	GO:0046982
Zm00001d000165	GO:0046982
Zm00001d026226	GO:0046982
Zm00001d026225	GO:0046982
Zm00001d052588	GO:0046982
Zm00001d039729	GO:0046982
Zm00001d009636	GO:0046982
Zm00001d013727	GO:0046982
Zm00001d025335	GO:0046982
Zm00001d011605	GO:0046982
Zm00001d045964	GO:0046982
Zm00001d037950	GO:0044877
Zm00001d016836	GO:0089701
Zm00001d026573	GO:0046522
Zm00001d011876	GO:0016636
Zm00001d026635	GO:0050897
Zm00001d011876	GO:0050897
Zm00001d011876	GO:0010024
Zm00001d001974	GO:0035299
Zm00001d041399	GO:0000469
Zm00001d002280	GO:0000469
Zm00001d052862	GO:0000469
Zm00001d002195	GO:0000469
Zm00001d007236	GO:0000469
Zm00001d020070	GO:0000469
Zm00001d043647	GO:0000469
Zm00001d019331	GO:0000469
Zm00001d054047	GO:0000469
Zm00001d006175	GO:0000469
Zm00001d037531	GO:0000469
Zm00001d045285	GO:0000469
Zm00001d050137	GO:0000469
Zm00001d039204	GO:0000469
Zm00001d005473	GO:0043085
Zm00001d004896	GO:0043085
Zm00001d016002	GO:0043085
Zm00001d019314	GO:0043085
Zm00001d034842	GO:0007030
Zm00001d043502	GO:0007030
Zm00001d002036	GO:0007030
Zm00001d018585	GO:0007030
Zm00001d036838	GO:0031083
Zm00001d049623	GO:0031083
Zm00001d036836	GO:0031083
Zm00001d012656	GO:0009507
Zm00001d004430	GO:0009507
Zm00001d004216	GO:0009507
Zm00001d027518	GO:0009507
Zm00001d025545	GO:0009507
Zm00001d010715	GO:0009507
Zm00001d032615	GO:0009507
Zm00001d003512	GO:0009507
Zm00001d044745	GO:0009507
Zm00001d018423	GO:0003980
Zm00001d048104	GO:0032147
Zm00001d006456	GO:0032147
Zm00001d045480	GO:0032147
Zm00001d041523	GO:0032147
Zm00001d044727	GO:0032147
Zm00001d030773	GO:0032147
Zm00001d028195	GO:0032147
Zm00001d044727	GO:0060236
Zm00001d048104	GO:0060236
Zm00001d041523	GO:0060236
Zm00001d030773	GO:0060236
Zm00001d045480	GO:0060236
Zm00001d028195	GO:0060236
Zm00001d006456	GO:0060236
Zm00001d044727	GO:0005819
Zm00001d045480	GO:0005819
Zm00001d048104	GO:0005819
Zm00001d041523	GO:0005819
Zm00001d028195	GO:0005819
Zm00001d030773	GO:0005819
Zm00001d006456	GO:0005819
Zm00001d031428	GO:0009247
Zm00001d018406	GO:0009247
Zm00001d030623	GO:0005381
Zm00001d046242	GO:0005381
Zm00001d030623	GO:0034755
Zm00001d046242	GO:0034755
Zm00001d022551	GO:0004526
Zm00001d022551	GO:0001682
Zm00001d032497	GO:0007029
Zm00001d034164	GO:0007059
Zm00001d021504	GO:0007059
Zm00001d021505	GO:0007059
Zm00001d034166	GO:0007059
Zm00001d005449	GO:0071705
Zm00001d015544	GO:0071705
Zm00001d023720	GO:0071705
Zm00001d041748	GO:0071705
Zm00001d024342	GO:0030234
Zm00001d053232	GO:0030234
Zm00001d032010	GO:0030234
Zm00001d026265	GO:0030234
Zm00001d049357	GO:0030234
Zm00001d041138	GO:0048278
Zm00001d004956	GO:0016633
Zm00001d002003	GO:0004642
Zm00001d019330	GO:0030060
Zm00001d014030	GO:0030060
Zm00001d009640	GO:0030060
Zm00001d003522	GO:0004351
Zm00001d031749	GO:0004351
Zm00001d031749	GO:0006536
Zm00001d003522	GO:0006536
Zm00001d027936	GO:0016117
Zm00001d007502	GO:0016117
Zm00001d053684	GO:0004108
Zm00001d053684	GO:0006101
Zm00001d010321	GO:0050242
Zm00001d038163	GO:0050242
Zm00001d021292	GO:0016763
Zm00001d047084	GO:0016763
Zm00001d034412	GO:0016763
Zm00001d016012	GO:0016763
Zm00001d037287	GO:0016763
Zm00001d025412	GO:0016763
Zm00001d006311	GO:0016763
Zm00001d024908	GO:0016813
Zm00001d048574	GO:0004042
Zm00001d047817	GO:0004042
Zm00001d021956	GO:0004042
Zm00001d010104	GO:0008425
Zm00001d010099	GO:0008425
Zm00001d010118	GO:0008425
Zm00001d010098	GO:0008425
Zm00001d010103	GO:0008425
Zm00001d052364	GO:0031071
Zm00001d026495	GO:0030688
Zm00001d019314	GO:0008047
Zm00001d005473	GO:0008047
Zm00001d004896	GO:0008047
Zm00001d019314	GO:0000290
Zm00001d004896	GO:0000290
Zm00001d005473	GO:0000290
Zm00001d003924	GO:0008081
Zm00001d048970	GO:0008081
Zm00001d052875	GO:0008081
Zm00001d017036	GO:0008081
Zm00001d009348	GO:0008081
Zm00001d031653	GO:0008081
Zm00001d016588	GO:0008081
Zm00001d015609	GO:0008081
Zm00001d018136	GO:0008081
Zm00001d022153	GO:0008081
Zm00001d021318	GO:0008081
Zm00001d053812	GO:0008081
Zm00001d000122	GO:0008081
Zm00001d007229	GO:0008081
Zm00001d025670	GO:0008081
Zm00001d006533	GO:0051015
Zm00001d003703	GO:0051015
Zm00001d042084	GO:0051015
Zm00001d021685	GO:0051015
Zm00001d014376	GO:0051015
Zm00001d044877	GO:0051015
Zm00001d041516	GO:0051015
Zm00001d010039	GO:0051015
Zm00001d010973	GO:0051015
Zm00001d046905	GO:0051015
Zm00001d031780	GO:0051015
Zm00001d010039	GO:0007015
Zm00001d044877	GO:0007015
Zm00001d012634	GO:0006891
Zm00001d028279	GO:0006891
Zm00001d038059	GO:0006891
Zm00001d048022	GO:0006891
Zm00001d016866	GO:0019008
Zm00001d012731	GO:0009725
Zm00001d039267	GO:0009725
Zm00001d053819	GO:0009725
Zm00001d026540	GO:0009725
Zm00001d043431	GO:0009725
Zm00001d049295	GO:0009725
Zm00001d014377	GO:0009725
Zm00001d003601	GO:0009725
Zm00001d016838	GO:0009725
Zm00001d025871	GO:0009725
Zm00001d014690	GO:0009725
Zm00001d042267	GO:0009725
Zm00001d003011	GO:0009725
Zm00001d041056	GO:0009725
Zm00001d039006	GO:0009725
Zm00001d014507	GO:0009725
Zm00001d036593	GO:0009725
Zm00001d001945	GO:0009725
Zm00001d050781	GO:0009725
Zm00001d030803	GO:0009725
Zm00001d026590	GO:0009725
Zm00001d029481	GO:0009725
Zm00001d032441	GO:0045040
Zm00001d032441	GO:0005742
Zm00001d039537	GO:0017053
Zm00001d026362	GO:0017053
Zm00001d008800	GO:0017053
Zm00001d039475	GO:0017053
Zm00001d053041	GO:0031124
Zm00001d047970	GO:0016762
Zm00001d024392	GO:0016762
Zm00001d051526	GO:0016762
Zm00001d051526	GO:0006073
Zm00001d047970	GO:0006073
Zm00001d024392	GO:0006073
Zm00001d047970	GO:0048046
Zm00001d024392	GO:0048046
Zm00001d052324	GO:0048046
Zm00001d042905	GO:0048046
Zm00001d051526	GO:0048046
Zm00001d023617	GO:0048046
Zm00001d018601	GO:0048046
Zm00001d039411	GO:0030126
Zm00001d040503	GO:0030126
Zm00001d007758	GO:0030126
Zm00001d023943	GO:0030126
Zm00001d034155	GO:0030126
Zm00001d008218	GO:0030126
Zm00001d033681	GO:0030126
Zm00001d019106	GO:0030126
Zm00001d033368	GO:0030126
Zm00001d045001	GO:0005761
Zm00001d026702	GO:0016670
Zm00001d026702	GO:0030328
Zm00001d028305	GO:0051276
Zm00001d042468	GO:0051276
Zm00001d013815	GO:0051276
Zm00001d031847	GO:0051276
Zm00001d039189	GO:0051276
Zm00001d038583	GO:0051276
Zm00001d052364	GO:0006534
Zm00001d012884	GO:0016709
Zm00001d028920	GO:0031123
Zm00001d053559	GO:0031123
Zm00001d046255	GO:0031123
Zm00001d022535	GO:0031123
Zm00001d013599	GO:0031123
Zm00001d033473	GO:0006353
Zm00001d051967	GO:0006353
Zm00001d013632	GO:0006353
Zm00001d040686	GO:0017038
Zm00001d004707	GO:0017038
Zm00001d050133	GO:0004412
Zm00001d023278	GO:0004412
Zm00001d044754	GO:0047334
Zm00001d051629	GO:0047334
Zm00001d025201	GO:0004316
Zm00001d016550	GO:0004316
Zm00001d041700	GO:0004764
Zm00001d023892	GO:0004764
Zm00001d023892	GO:0019632
Zm00001d037643	GO:0004630
Zm00001d022594	GO:0004630
Zm00001d015033	GO:0004630
Zm00001d005484	GO:0004630
Zm00001d027386	GO:0004630
Zm00001d015033	GO:0046470
Zm00001d037643	GO:0046470
Zm00001d027386	GO:0046470
Zm00001d005484	GO:0046470
Zm00001d022594	GO:0046470
Zm00001d046121	GO:0005543
Zm00001d043773	GO:0005543
Zm00001d045154	GO:0005543
Zm00001d052008	GO:0005543
Zm00001d009452	GO:0005543
Zm00001d030399	GO:0005543
Zm00001d048447	GO:0005543
Zm00001d047867	GO:0005543
Zm00001d022330	GO:0043461
Zm00001d052877	GO:0030915
Zm00001d038819	GO:0030915
Zm00001d014500	GO:0030915
Zm00001d020594	GO:0030915
Zm00001d023271	GO:0030915
Zm00001d010427	GO:0030915
Zm00001d005011	GO:0030915
Zm00001d003151	GO:0045132
Zm00001d003153	GO:0045132
Zm00001d032805	GO:0045132
